Id;Name
1; Тендрякова Алёна
2; Фраерманн Дорофей
3; Лахтионова Еремей
4; Полевой Эмма
5; Коклюшкин Платон
6; Измайлова Альбина
7; Жданова Айнур
8; Владимова Владислав
9; Бенедиктов Вадим
10; Даль Оливия
11; Алфимова Ариана
12; Арефина Лола
13; Мережковский Виталий
14; Павлинова Хрисанф
15; Димитриева Флорентина
16; Грибанова Альберт
17; Негин Афанасий
18; Исаина Фотий
19; Костина Николай
20; Исаков Шакира
21; Лапутина Виссарион
22; Распутина Юния
23; Васечкина Тара
24; Ипатьева Леонтий
25; Жерихов Ивета
26; Труфанова Жозефина
27; Дежнёв Герасим
28; Бавильская Онуфрий
29; Воротников Яков
30; Войнович Евдоким
31; Флегонтов Макария
32; Жвалевский Тара
33; Супрунова Валентин
34; Кантор Ванесса
35; Ситникова Раиса
36; Шепилов Еремей
37; Боброва Дамира
38; Лутьянов Сабрина
39; Косой Ариана
40; Лаврова Ярослава
41; Балдина Тина
42; Авдеева Лиора
43; Кулагин Роберта
44; Анкидинова Тарас
45; Стельмах Антонин
46; Первушин Дорофей
47; Кердан Гульнара
48; Поплавская Нонна
49; Скоробогатова Фаддей
50; Аверкиев Оксана
