Id;Name
1; Шилова Азиза
2; Живетьева Тарас
3; Белоножко Домна
4; Копылова Искра
5; Горбунов Белла
6; Елеферьев Вячеслав
7; Мишустина Макар
8; Мозговой Бела
9; Язова Теона
10; Самсонов Милица
11; Супрунов Евдоким
12; Витушева Аглая
13; Зотеев Татьяна
14; Алешковская Семён
15; Денисова Донат
16; Амвросова Роксана
17; Буйда Авдей
18; Сазонов Эльнара
19; Гутенёв Долорес
20; Фавстов Яков
21; Овчинникова Константин
22; Дружников Лукий
23; Кувалдина Заира
24; Тимофеев Зинаида
25; Блинова Никифор
26; Шевцова Авксентий
27; Геннадиева Святополк
28; Нехорошева Каролина
29; Кислицын Ариана
30; Фатеева Фока
31; Сухилин Челси
32; Сычев Евгений
33; Тынянова Никон
34; Глуховская Лилиана
35; Аркадьин Рикарда
36; Чернышевская Паисий
37; Люкина Демид
38; Потапьев Галактион
39; Шапошникова Амина
40; Епинетов Агафон
41; Воробьев Сильвестр
42; Лаврова Еремей
43; Зайончковская Тимур
44; Зикунова Максим
45; Корабальникова Руслан
46; Доброхотова Егор
47; Агапеева Архипп
48; Павлинов Милена
49; Ширяев Аникита
50; Жаринов Серафим
51; Сейдова Дилярам
52; Емец Игнатий
53; Марлинский Магда
54; Антипова Святополк
55; Евтихеев Виссарион
56; Дёмушкин Фарида
57; Терешкова Вадим
58; Котляревская Анфим
59; Семёнова Феликс
60; Соболь Данакт
61; Филков Стелла
62; Боженко Веста
63; Дубинянская Фарида
64; Андропов Юлианна
65; Немирова Шакира
66; Каверин Виталия
67; Долженко Патриция
68; Асафова Онисим
69; Севастьянова Нурия
70; Зеленина Фелиция
71; Латынин Руслана
72; Левонова Шарлотта
73; Беляева Ляля
74; Копылов Амаль
75; Мамлеев Яков
76; Хлопонина Сила
77; Филиппова Никифор
78; Супрунова Виолетта
79; Кандауров Ляйсан
80; Василева Аксинья
81; Шутко Филипп
82; Абросимов Ядвига
83; Болотов Зинаида
84; Мухина Тая
85; Каганов Акакий
86; Шевцова Георгий
87; Задорнова Емельян
88; Крюков Стефания
89; Воротников Олег
90; Алейников Саломея
91; Серебрянский Нея
92; Кофанова Иакинф
93; Заболоцкий Макария
94; Азаров Самуил
95; Геннадиев Дарья
96; Деревенская Одетта
97; Белезянский Ираклий
98; Веркин Иулиан
99; Нарбиков Оливия
100; Ардалионова Пров
