Id;Name
1; Емец Степан
2; Виноградов Белинда
3; Мельников Панкратий
4; Язов Мартын
5; Моисеева Куприян
6; Шахмагонов Макар
7; Авдеев Валерий
8; Маринин Альбина
9; Тарусова Святополк
10; Норова Дильнара
11; Гомзиков Тимофей
12; Лавров Глафира
13; Горшков Акакий
14; Зотов Лолита
15; Немцов Нестор
16; Тархов Лаура
17; Бурмистрова Якун
18; Нарицина Ева
19; Знаменский Онисим
20; Саватеев Алана
21; Ермакова Прохор
22; Алексеева Яков
23; Князева Аэлита
24; Аркадьина Регина
25; Уткин Даниэла
26; Кислицын Аэлита
27; Якушев Мина
28; Аввакум Никодим
29; Идиатуллин Хрисанф
30; Селиверстова Лера
31; Лойко Филипп
32; Лапутина Ириней
33; Тованичев Вениамин
34; Берестова Зита
35; Созонтов Онуфрий
36; Лавров Пахомий
37; Козырев Агафья
38; Канаева Шейла
39; Анненков Любава
40; Морозова Игнатий
41; Петрушевский Эрмина
42; Порфирьева Бьянка
43; Полуянова Эсмеральда
44; Тархова Ермолай
45; Крупина Лев
46; Шишкин Германн
47; Рыбаков Каролина
48; Сысоева Беатрис
49; Крапивин Эльвира
50; Евлампиева Агафья
